,app_id,url,prediction,reason
10,com.mb06.sainathmultistatecoop,https://play.google.com/store/apps/details?id=com.mb06.sainathmultistatecoop&hl=en&gl=us,suspected,"While screenshots appear genuine, the developer's website is null, privacy policy is generic, and email domain is inconsistent. The app requests precise location and camera permissions, raising concerns about data handling and potential misuse, making fraud a possibility."
11,com.intellectsoftwares.plcapital,https://play.google.com/store/apps/details?id=com.intellectsoftwares.plcapital&hl=en&gl=us,suspected,Negative user reviews citing functionality issues and the app's request for potentially unnecessary permissions (modify/delete storage content and camera access) raise concerns despite the legitimate developer and app description. The combination suggests possible instability or misuse.
12,com.myairtelapp,https://play.google.com/store/apps/details?id=com.myairtelapp&hl=en&gl=us,suspected,"While the app itself appears legitimate based on its description, developer, and screenshots, the excessive permissions requested (calendar, contacts, location, SMS, microphone, camera) raise privacy concerns and potential for misuse, warranting further investigation."
13,com.sbi.SBIFreedomPlus,https://play.google.com/store/apps/details?id=com.sbi.SBIFreedomPlus&hl=en&gl=us,suspected,"While the app appears legitimate based on its description and branding, several factors raise suspicion. These include compatibility issues reported by users, potential review manipulation, a non-functional developer website, and the request for a broad range of sensitive permissions, including location, camera, microphone, and SMS access."
14,com.tradingview.tradingviewapp,https://play.google.com/store/apps/details?id=com.tradingview.tradingviewapp&hl=en&gl=us,suspected,"While the app's core functionality seems genuine, the '7V' logo discrepancy in screenshots, suspicious review patterns, unnecessary calendar permissions, and a future last updated date raise significant concerns about potential fraud or data misuse. Further investigation is recommended."
15,com.andromoney.pro,https://play.google.com/store/apps/details?id=com.andromoney.pro&hl=en&gl=us,suspected,"While the app presents a legitimate facade with a website and cross-platform availability, user reviews report syncing and data loss issues. Suspicious permissions like location and camera access, combined with a generic description, raise concerns about potential data misuse and misleading functionality."
16,com.beyondbudget,https://play.google.com/store/apps/details?id=com.beyondbudget&hl=en&gl=us,suspected,"The app exhibits several red flags: incentivized-like reviews, unnecessary location and camera permissions, and a future last updated date. While the app offers legitimate budgeting features, these issues raise concerns about potential data misuse or deceptive practices."
17,com.spaid,https://play.google.com/store/apps/details?id=com.spaid&hl=en&gl=us,suspected,"While the app offers a legitimate service, excessive permissions requests (contacts, location, SMS, camera) and suspicious review patterns (generic praises, potential incentivization, contradictory negative feedback) raise significant concerns about potential data misuse and deceptive practices."
18,com.annapurnapay.app,https://play.google.com/store/apps/details?id=com.annapurnapay.app&hl=en&gl=us,fraud,"Multiple analyses raise concerns. The developer analysis shows a contradiction with Annapurna Finance's official statement. Review analysis reveals suspicious patterns. Description analysis highlights unprofessional language and unnecessary permissions like SMS and camera access, collectively indicating fraudulent activity."
19,com.check.bank.balance.banking.tool,https://play.google.com/store/apps/details?id=com.check.bank.balance.banking.tool&hl=en&gl=us,suspected,"Multiple analyses raise concerns. Reviews are suspiciously positive, the developer's website is generic, the description makes unlikely claims and requests excessive permissions (SMS, Phone, Storage, modify system settings). These factors, taken together, suggest potential fraudulent activity."
20,com.coinlynetwork.coinly,https://play.google.com/store/apps/details?id=com.coinlynetwork.coinly&hl=en&gl=us,fraud,"Multiple red flags indicate potential fraud. Suspicious reviews, a questionable developer website, inconsistencies in the app description, and permissions commonly associated with crypto mining scams strongly suggest fraudulent activity."
21,morappsstore.bankingcalculatorpaid,https://play.google.com/store/apps/details?id=morappsstore.bankingcalculatorpaid&hl=en&gl=us,suspected,"Review analysis shows suspicious positive reviews despite reported issues. Permissions analysis reveals unnecessary storage access. While other analyses are genuine, these two points raise enough concern to suspect potential data harvesting or review manipulation."
22,com.mb06.shrivitthalmultistatecooperativecredit,https://play.google.com/store/apps/details?id=com.mb06.shrivitthalmultistatecooperativecredit&hl=en&gl=us,suspected,Multiple analyses indicate potential fraud. Review analysis shows suspicious repeated reviews. Developer analysis reveals a missing website and questionable privacy policy. Description analysis shows excessive permissions. Permissions analysis confirms unnecessary access requests. These combined raise significant concerns.
23,com.wyvern.quokka,https://play.google.com/store/apps/details?id=com.wyvern.quokka&hl=en&gl=us,suspected,"While image, review, description, and permissions analyses are genuine, the developer analysis raises concerns. The developer listed differs from the company mentioned in the app description, and the developer's website is null, suggesting potential inconsistencies or misrepresentation."
24,com.chirag.indiapay,https://play.google.com/store/apps/details?id=com.chirag.indiapay&hl=en&gl=us,suspected,"Multiple analyses raise concerns: suspicious repeated positive reviews, unverified partner claims and a generic email domain for the developer, and unjustified storage permissions. While the app offers financial services, these red flags warrant further investigation before deeming it genuine."
25,com.sked.rewardconverterredeempoint,https://play.google.com/store/apps/details?id=com.sked.rewardconverterredeempoint&hl=en&gl=us,fraud,"Multiple analyses indicate fraudulent activity. The app circumvents Google Play's intended use by converting points to cash, has conflicting reviews suggesting scams, developer inconsistencies, and suspicious permissions for background data collection, making it likely fraudulent."
26,com.emicalculator.loancalculator.calculator.app,https://play.google.com/store/apps/details?id=com.emicalculator.loancalculator.calculator.app&hl=en&gl=us,suspected,"Multiple red flags: suspicious repeated reviews, an unprofessional developer website and privacy policy, and unnecessary permissions like 'run at startup' and 'prevent device from sleeping' raise concerns about potential malicious activity or data harvesting."
27,com.app.quickrewardz,https://play.google.com/store/apps/details?id=com.app.quickrewardz&hl=en&gl=us,fraud,"Multiple analyses raise significant concerns: repeated reviews suggest manipulation, mismatched screenshots indicate potential discrepancies, the developer's website shows unusual country code usage, and the app requests excessive storage permissions. The future release date and reward-based model further strengthen the likelihood of fraudulent activity."
28,com.bankofbaroda.mconnect,https://play.google.com/store/apps/details?id=com.bankofbaroda.mconnect&hl=en&gl=us,suspected,"Multiple reviews appear inauthentic and overly positive, resembling marketing content. The app requests excessive permissions, including access to running apps and drawing over other apps, raising privacy and security concerns despite being from a reputable bank."
29,com.valdio.valdioveliu.daftar,https://play.google.com/store/apps/details?id=com.valdio.valdioveliu.daftar&hl=en&gl=us,suspected,"Multiple analyses raise concerns. Suspicious reviews, unusual developer details (missing website, privacy policy link to unrelated domain, location), excessive permissions (contacts, Bluetooth), and a future update date suggest potential fraudulent activity despite the app's seemingly legitimate function."
30,quid.money,https://play.google.com/store/apps/details?id=quid.money&hl=en&gl=us,suspected,"Multiple analyses raise concerns: generic reviews, claims of fake services and redirection to third-party apps, a future 'Last Updated' date, a gmail.com email for support, and an average rating of 0 despite 1M+ installs. These inconsistencies suggest potential fraudulent activity."
31,com.wallet.crypto.trustapp,https://play.google.com/store/apps/details?id=com.wallet.crypto.trustapp&hl=en&gl=us,suspected,"While the app presents as a legitimate crypto wallet, negative reviews detailing asset theft and suspicious review patterns (generic praises, duplicates, similarities) raise concerns. The camera permission also warrants scrutiny given the app's core functionality."
32,com.loan.finance.calculator.autoloan.emicalculator.loantool,https://play.google.com/store/apps/details?id=com.loan.finance.calculator.autoloan.emicalculator.loantool&hl=en&gl=us,suspected,"While the description and permissions are reasonable, a screenshot shows an unmentioned cash counter feature, and the developer promotes a dating app on their website. These inconsistencies raise suspicion despite the core EMI calculation functionality appearing genuine."
33,com.fundsmama.personalloan,https://play.google.com/store/apps/details?id=com.fundsmama.personalloan&hl=en&gl=us,suspected,"Multiple analyses raise concerns: reviews mention data theft and blackmail, the developer's website shows inconsistencies, the app requests potentially unnecessary permissions, and the claimed loan disbursal time seems unrealistic. These factors suggest potentially fraudulent activity."
34,com.ltfs.d2c,https://play.google.com/store/apps/details?id=com.ltfs.d2c&hl=en&gl=us,suspected,"While the app comes from a reputable institution and has a legitimate description, the review analysis reveals suspicious patterns indicative of incentivized or fake reviews. Additionally, the extensive permissions requested raise privacy concerns, warranting further investigation despite the developer's credibility."
35,com.paytm.business,https://play.google.com/store/apps/details?id=com.paytm.business&hl=en&gl=us,suspected,"Negative reviews highlight settlement issues and unwanted charges. Excessive permissions requests raise privacy concerns. While the app's description and developer details appear legitimate, user reviews and permission requests suggest potential issues with functionality and data usage."
36,com.snapmint.customerapp,https://play.google.com/store/apps/details?id=com.snapmint.customerapp&hl=en,suspected,"While the app description, images, developer info, and permissions appear legitimate, the user review analysis raises concerns. Reports of credit limit issues, poor customer service, defective products, and repeated reviews suggest potential problems with the app's service or business practices."
37,com.Version1,https://play.google.com/store/apps/details?id=com.Version1&hl=en&gl=us,suspected,"Mixed signals. While the developer and description appear genuine, image analysis shows promotion of potentially related but separate apps. Review analysis reveals suspicious patterns, and permission analysis indicates excessive access. Requires further investigation."
38,bitcoin.minning.com,https://play.google.com/store/apps/details?id=bitcoin.minning.com&hl=en&gl=us,fraud,"Multiple analyses indicate deceptive practices: misleading promises of easy Bitcoin mining, forced ad watching, high in-app purchases, a generic privacy policy, and suspicious permissions. User reviews report functionality changes that contradict initial agreements. The combination of these factors strongly suggests fraudulent activity."
39,net.renklikodlar.takip,https://play.google.com/store/apps/details?id=net.renklikodlar.takip&hl=en&gl=us,suspected,"While the app's screenshots appear genuine, multiple analyses raise concerns. The developer's profile seems unprofessional, the app description is poorly written, and the app requests excessive permissions (camera, direct calls, USB storage) beyond what's necessary for customer/supplier tracking. The privacy policy hosting is also unusual."
40,com.realbyteapps.moneymanagerfree,https://play.google.com/store/apps/details?id=com.realbyteapps.moneymanagerfree&hl=en&gl=us,suspected,"While the developer seems legitimate and reviews are genuine, discrepancies in screenshots and unnecessary SMS permissions raise concerns. The SMS permission, in particular, is unusual for a finance app and warrants further investigation despite the app's popularity."
41,org.altruist.BajajExperia,https://play.google.com/store/apps/details?id=org.altruist.BajajExperia&hl=en&gl=us,suspected,"While the app is from a reputable company, suspicious reviews and excessive permissions raise concerns. The combination of generic positive reviews and intrusive permissions (modify contacts, record audio) suggests potential manipulation and privacy risks, warranting further investigation."
42,icici.lombard.ghi,https://play.google.com/store/apps/details?id=icici.lombard.ghi&hl=en&gl=us,suspected,"The app requests excessive permissions (camera, microphone, precise location, contacts) raising privacy concerns. While screenshots and description align with insurance services, numerous reviews report technical issues, claim problems, and poor customer service. The dietician mention in reviews may indicate bundled services."
43,com.dk.timeline,https://play.google.com/store/apps/details?id=com.dk.timeline&hl=en&gl=us,suspected,"While the app's functionality appears genuine, the developer's unprofessional website and the app's excessive storage permissions (modify/delete USB storage) raise significant concerns about potential data access and security risks, despite the receipt capture feature."
44,com.nextbillion.groww,https://play.google.com/store/apps/details?id=com.nextbillion.groww&hl=en&gl=us,suspected,"While the app appears legitimate based on its description and developer information, the combination of suspicious reviews and excessive permission requests (SMS, location, microphone, camera) raises concerns about potential data misuse and warrants further scrutiny."
45,io.sumasoft.bflaf,https://play.google.com/store/apps/details?id=io.sumasoft.bflaf&hl=en&gl=us,suspected,"Multiple analyses raise concerns: suspicious reviews, inaccessible developer website, excessive permission requests (camera, microphone, calendar, location, contacts, storage) and unusual HTML tags in the app description. These combined factors suggest potential fraudulent activity."
46,com.YONOUKMobileApp,https://play.google.com/store/apps/details?id=com.YONOUKMobileApp&hl=en&gl=us,suspected,"Review analysis shows suspicious patterns (generic positive reviews, irrelevant feedback), and permission analysis reveals excessive requests (microphone, NFC) for a banking app, raising concerns despite the legitimate developer. The file access and camera permissions are acceptable, but NFC and microphone are not."
47,com.speedoloan.speedoloan,https://play.google.com/store/apps/details?id=com.speedoloan.speedoloan&hl=en&gl=us,fraud,"Multiple analyses raise red flags: suspicious reviews alleging fake loans and data misuse, a missing developer website and generic email, overly optimistic promises of 'instant loans,' and unnecessary location permission requests. These combined factors strongly suggest fraudulent activity."
48,com.rupicard.score,https://play.google.com/store/apps/details?id=com.rupicard.score&hl=en&gl=us,suspected,"While the app presents a legitimate service, user reviews report hidden fees and data collection issues. Excessive permissions requests (contacts, microphone, storage) raise privacy concerns, and the description contains inconsistencies, suggesting potential deceptive practices."
49,com.bizce.accountbook,https://play.google.com/store/apps/details?id=com.bizce.accountbook&hl=en&gl=us,suspected,"While the app presents a legitimate money management service, concerns arise from suspicious reviews (subscription issues, generic 5-star ratings), questionable permission requests (contacts, phone status, storage), and an invalid last updated date. These inconsistencies warrant further investigation."
50,com.ramfincorploan,https://play.google.com/store/apps/details?id=com.ramfincorploan&hl=en&gl=us,suspected,"Multiple analyses indicate potential fraud. Reviews report high interest, hidden fees, and harassment. The developer info and description raise concerns about predatory lending. Excessive permissions requested add to the suspicion, despite seemingly genuine app screenshots."
51,com.transferwise.android,https://play.google.com/store/apps/details?id=com.transferwise.android&hl=en&gl=us,suspected,"While the app's functionality and reviews appear legitimate, the requested permissions (contacts, microphone) are concerning for a financial app and could be misused. This warrants further investigation despite the app's established reputation."
52,com.rkayapps.compoundinterestcalculatorpro,https://play.google.com/store/apps/details?id=com.rkayapps.compoundinterestcalculatorpro&hl=en&gl=us,suspected,"While image, developer, description, and permissions analyses are genuine, review analysis raises concerns. Reports of ads in the paid version contradict the description, and generic positive reviews suggest manipulation. Further investigation is needed to confirm fraud."
53,app.herewallet.hot,https://play.google.com/store/apps/details?id=app.herewallet.hot&hl=en&gl=us,suspected,"Inconsistencies raise concerns. Reviews are suspicious, the developer's website is non-functional, and the camera permission is unusual for a crypto wallet. While the description and images appear genuine, these red flags warrant further scrutiny."
54,com.google.android.apps.nbu.paisa.user,https://play.google.com/store/apps/details?id=com.google.android.apps.nbu.paisa.user&hl=en&gl=us,suspected,"While the app's core functionality and developer details appear genuine, conflicting reviews (some outdated, some potentially fake) and excessive permissions (microphone, camera, full storage) raise significant concerns about potential misuse of user data and the app's true purpose after the US version's discontinuation."
55,uk.co.theseustechs.wear.btc,https://play.google.com/store/apps/details?id=uk.co.theseustechs.wear.btc&hl=en&gl=us,suspected,"While images, reviews, and developer info appear genuine, the requested location permissions (precise & approximate) and the ability to reorder running apps are highly unusual for a Bitcoin price tracker on Wear OS, suggesting potential privacy risks."
56,com.credility.shubham.vmst,https://play.google.com/store/apps/details?id=com.credility.shubham.vmst&hl=en&gl=us,suspected,"The app exhibits several red flags. Suspicious review patterns suggest manipulation. Excessive permissions (location, microphone, phone, storage, camera) are requested, exceeding the needs for property evaluation. The ability to close other apps and download files silently further elevates suspicion."
57,com.tmj.digigold_v7,https://play.google.com/store/apps/details?id=com.tmj.digigold_v7&hl=en&gl=us,suspected,"While the app links to a legitimate business, suspicious reviews and unnecessary permission requests (contacts, location, camera) raise concerns about potential data harvesting or incentivized reviews. Further investigation is warranted to confirm or dispel these suspicions."
58,com.coindcx.btc,https://play.google.com/store/apps/details?id=com.coindcx.btc&hl=en&gl=us,suspected,"Review analysis shows fund withdrawal issues, potential fake reviews, and scam accusations. Description analysis reveals intrusive permission requests. While the developer seems legitimate, the combination of these factors raises suspicion."
59,com.feedlab.moneybook.pro,https://play.google.com/store/apps/details?id=com.feedlab.moneybook.pro&hl=en&gl=us,suspected,"While the app's images, reviews, and developer information appear genuine, the request for SMS permissions without clear justification raises significant suspicion. This, combined with the uncategorized notification listener service, suggests potential misuse of user data."
60,com.moneytap.bnpl.app,https://play.google.com/store/apps/details?id=com.moneytap.bnpl.app&hl=en&gl=us,suspected,"While the app description and developer information appear legitimate, the presence of suspicious reviews and potentially excessive permissions raise concerns. The combination warrants further investigation before confirming its genuineness."
61,com.vaibhavkalpe.android.khatabook,https://play.google.com/store/apps/details?id=com.vaibhavkalpe.android.khatabook&hl=en&gl=us,suspected,"Multiple review analysis results indicate suspicious activity (generic reviews, duplicate content, irrelevant comments, and future dates). The permissions analysis raises privacy concerns due to excessive location and camera access requests, despite the app's legitimate business description."
62,com.Splitwise.SplitwiseMobile,https://play.google.com/store/apps/details?id=com.Splitwise.SplitwiseMobile&hl=en&gl=us,suspected,"Negative reviews about new limits and aggressive pro version promotion contrast with the app's description. Broad storage and contact permissions, while potentially functional, raise privacy concerns and potential for data harvesting, leading to a suspicion of deceptive practices."
63,dev.ar01.crypto_dojo,https://play.google.com/store/apps/details?id=dev.ar01.crypto_dojo&hl=en&gl=us,suspected,"While the app's functionality and permissions seem genuine, the suspicious review patterns (identical content, high ratings) and the lack of substantial developer information (minimal website, generic email) raise concerns about potential manipulation and lack of transparency."
64,com.iexceed.appzillon.ippbMB,https://play.google.com/store/apps/details?id=com.iexceed.appzillon.ippbMB&hl=en&gl=us,suspected,"The app shows conflicting signals. While the app details and developer seem genuine, the suspicious review patterns and excessive permissions raise concerns. The combination of generic positive reviews and similar negative reviews, along with unnecessary access to user data, suggests potential fraudulent activity."
65,org.usdebtclock,https://play.google.com/store/apps/details?id=org.usdebtclock&hl=en&gl=us,suspected,"While the images, description, and permissions appear genuine, the irrelevant reviews mentioning 'DOGE' and a missing 'secret window' feature, combined with the incomplete developer website, raise concerns about the app's legitimacy and potential for misleading information."
66,com.roFyiTKEnyjR.natively,https://play.google.com/store/apps/details?id=com.roFyiTKEnyjR.natively&hl=en&gl=us,fraud,"Multiple analyses point to fraudulent activity. The app claims improbable AI-driven Forex predictions, uses suspicious marketing tactics (Telegram channel), and has polarized reviews with signs of manipulation. Excessive permissions further indicate malicious intent, strongly suggesting a fraudulent scheme."
67,aab.Btcminer_bitcoingpu,https://play.google.com/store/apps/details?id=aab.Btcminer_bitcoingpu&hl=en&gl=us,fraud,"Multiple analyses indicate fraudulent behavior. The app's title and screenshots suggest cryptocurrency mining, contradicting its description. Reviews appear inauthentic, the developer's information is incomplete, and the app requests full network access, increasing the risk of malicious activity."
68,com.balancehero.truebalance,https://play.google.com/store/apps/details?id=com.balancehero.truebalance&hl=en,suspected,"While the app description and developer info appear legitimate, numerous user reviews report issues like loan rejections, high interest, poor service, spam, and suspicious positive reviews. The broad permission requests, particularly SMS and phone info, raise privacy concerns and potential misuse."
69,com.devnied.currency.pro,https://play.google.com/store/apps/details?id=com.devnied.currency.pro&hl=en&gl=us,suspected,"While the app's description, images, developer info, and permissions appear genuine, user reviews report persistent ads despite paying for the pro version, and some reviews are repeated. This inconsistency raises concerns about deceptive practices."
70,com.pxdworks.nfcemvreader,https://play.google.com/store/apps/details?id=com.pxdworks.nfcemvreader&hl=en&gl=us,suspected,"The app's functionality of reading and storing sensitive payment card data, including 'Track 2' data, raises significant security and privacy concerns. User reviews indicate functionality issues and potential fake reviews. The developer's use of a generic email and lack of a website add to the suspicion."
71,com.axis.mobile,https://play.google.com/store/apps/details?id=com.axis.mobile&hl=en&gl=us,suspected,"Review duplication and generic 5-star reviews suggest manipulation. Excessive permissions (calendar, camera, microphone, location) for a banking app raise privacy concerns, despite legitimate developer info and app description."
72,com.branch_international.branch.branch_demo_android,https://play.google.com/store/apps/details?id=com.branch_international.branch.branch_demo_android&hl=en,suspected,"While the app claims RBI registration and provides loan details, suspicious reviews (generic positives, complaints of rejection after repayment, high interest) and the use of SMS data for credit scoring raise concerns. Lack of permission details further fuels suspicion despite the developer's claims."
73,tony.expance.manager,https://play.google.com/store/apps/details?id=tony.expance.manager&hl=en&gl=us,suspected,"While image, developer, description, and permissions analyses appear genuine, review analysis reveals suspicious activity: generic/repeated positive reviews, irrelevant content, and questions about non-existent features (withdrawals). This suggests potential manipulation, warranting further scrutiny despite other positive indicators."
74,com.emicalculator.financialtools.loancalculator.allbankbalance,https://play.google.com/store/apps/details?id=com.emicalculator.financialtools.loancalculator.allbankbalance&hl=en&gl=us,fraud,"Multiple analyses raise significant concerns. The developer identity is inconsistent, the app requests unnecessary permissions (phone state), and screenshots show features beyond the stated purpose, suggesting potential feature stuffing or data harvesting. The website is also suspicious."
75,com.bandhanmf.inv,https://play.google.com/store/apps/details?id=com.bandhanmf.inv&hl=en&gl=us,suspected,"While image analysis, developer info, description, and permissions appear genuine, repeated verbatim reviews suggest manipulation. This discrepancy warrants further investigation despite other indicators pointing to a legitimate financial application."
76,com.onetwoapps.mh,https://play.google.com/store/apps/details?id=com.onetwoapps.mh&hl=en&gl=us,suspected,"While the app's functionality and permissions seem legitimate, the suspicious review patterns (overly positive and repetitive reviews) and the absence of a developer website raise concerns about potential manipulation and lack of transparency, warranting further investigation."
77,subsembly.banking,https://play.google.com/store/apps/details?id=subsembly.banking&hl=en&gl=us,suspected,"Inconsistencies in the app description, negative reviews mentioning bank integration issues, and excessive permission requests (precise location for Bluetooth pairing) raise concerns about the app's legitimacy and potential fraudulent behavior."
78,com.pavelrekun.tilla.premium,https://play.google.com/store/apps/details?id=com.pavelrekun.tilla.premium&hl=en&gl=us,suspected,"Inconsistencies in the app's description (price discrepancy, future update date), suspicious review patterns (duplicate positive reviews, high thumbs up on negative reviews), and potentially unnecessary permissions (run at startup, prevent sleeping) raise concerns about its legitimacy."
79,com.okx.wallet,https://play.google.com/store/apps/details?id=com.okx.wallet&hl=en&gl=us,suspected,"The app exhibits several suspicious indicators: repeated reviews, a missing developer website, and excessive permission requests (calendar, contacts, location, camera, microphone, phone). While the image analysis is genuine, the other factors suggest potential fraudulent activity or privacy risks."
80,com.EA.forexpill,https://play.google.com/store/apps/details?id=com.EA.forexpill&hl=en&gl=us,fraud,Multiple analyses point to fraudulent activity. Negative reviews cite crashes and scams. The developer's website is for sale. The app makes unrealistic claims of easy EA creation and requests excessive storage permissions. The screenshots also appear to be mockups.
81,com.SmartBudgetPlus.GoldFlyApps,https://play.google.com/store/apps/details?id=com.SmartBudgetPlus.GoldFlyApps&hl=en&gl=us,suspected,"Repeated reviews suggest manipulation. Extensive storage and network permissions raise data exfiltration concerns, despite the app's legitimate-sounding description and image representation. The combination of these factors makes the app's fraud status suspected."
82,money.super.payments,https://play.google.com/store/apps/details?id=money.super.payments&hl=en&gl=us,suspected,"Review analysis shows signs of bot activity. Excessive permissions requested (camera, microphone) raise privacy concerns. While the app description and developer details appear genuine, the review patterns and permission requests suggest potential fraudulent behavior."
83,com.komsco.kpay,https://play.google.com/store/apps/details?id=com.komsco.kpay&hl=en&gl=us,suspected,"Negative reviews citing crashes and login issues, combined with excessive storage permissions, raise concerns despite the legitimate developer and security certifications. While the app description and screenshots appear genuine, the reported user experience and permission requests warrant further investigation."
84,com.thewaya.wayaoptions,https://play.google.com/store/apps/details?id=com.thewaya.wayaoptions&hl=en&gl=us,suspected,"Multiple analyses raise concerns. Suspicious reviews, unrealistic profit claims, a missing developer website, and unnecessary camera/microphone permissions suggest potentially fraudulent activity. While screenshots appear genuine, the totality of evidence points to a high risk of fraud."
85,com.xinke.hp12c.google,https://play.google.com/store/apps/details?id=com.xinke.hp12c.google&hl=en&gl=us,suspected,"Identical reviews from multiple users and a price discrepancy (listed as both $1.99 and ""Free"") raise concerns about potential manipulation and misleading information, despite the developer's seemingly legitimate details and reasonable permissions."
86,com.akinbamidelesapplicationV4.app,https://play.google.com/store/apps/details?id=com.akinbamidelesapplicationV4.app&hl=en&gl=us,fraud,"Multiple analyses indicate fraudulent activity. Screenshots don't match the description, the developer's information is incomplete and uses generic elements, and the requested permissions (camera, storage) are incongruent with the app's stated cryptocurrency management functionality. These inconsistencies suggest potential fraud."
87,com.cfa.calculator.pro,https://play.google.com/store/apps/details?id=com.cfa.calculator.pro&hl=en&gl=us,suspected,"Multiple red flags: negative reviews citing crashes and incorrect results, a missing developer website, unnecessary storage permissions ('modify/delete'), network access, drawing over other apps, and conflicting information about ads/pricing. While it emulates a calculator, the overall risk profile is elevated."
88,com.droid4you.application.wallet,https://play.google.com/store/apps/details?id=com.droid4you.application.wallet&hl=en&gl=us,suspected,"Numerous user reviews report unresolved technical issues, including sync problems, data loss, and unresponsive support, particularly after purchasing premium subscriptions. Combined with potentially excessive permission requests (location, camera, storage), these issues raise concerns about the app's reliability and data handling practices."
89,ovo.id,https://play.google.com/store/apps/details?id=ovo.id&hl=en&gl=us,suspected,"While the app's description and developer details appear legitimate, user reviews report transaction issues, login problems, and unwanted promotional emails. Additionally, the app requests excessive permissions, including access to contacts, precise location, and camera, raising privacy concerns for a payment application."
90,com.drcalculator.android.mortgagepro,https://play.google.com/store/apps/details?id=com.drcalculator.android.mortgagepro&hl=en&gl=us,suspected,"While image analysis, developer information, description, and permissions appear genuine, the review analysis raises concerns. Multiple short, generic, or repeated reviews, along with mentions of supporting the developer, suggest potential manipulation. This warrants further investigation despite other indicators."
91,com.track.userscredit,https://play.google.com/store/apps/details?id=com.track.userscredit&hl=en&gl=us,suspected,"Multiple analyses raise concerns: suspicious reviews, lack of licensing for financial advice, excessive permissions requests (SMS, call logs, camera), and potential privacy violations. While the app claims to offer credit assessment, these factors suggest possible fraudulent activity or data misuse."
92,com.sbi.sbiquick,https://play.google.com/store/apps/details?id=com.sbi.sbiquick&hl=en&gl=us,suspected,"While the app's core functionality seems genuine, the review analysis indicates potential rating manipulation. The non-functional developer website and excessive permission requests (camera, phone identity) further contribute to the suspicion, warranting a cautious approach."
93,com.aveumio,https://play.google.com/store/apps/details?id=com.aveumio&hl=en&gl=us,suspected,"Multiple analyses raise concerns. Reviews are generic/overly positive, the 'Finance' category doesn't match the social/P2E description, and the app requests storage permissions without clear justification. The developer's website mentions 'Aveum tokens' and 'social mining', suggesting a potential crypto scheme."
